id,description,host_id,host_name,host_response_rate,host_acceptance_rate,host_verifications,neighbourhood_cleansed,latitude,longitude,room_type,bathrooms,bathrooms_text,amenities,price,number_of_reviews
33341125,"The DeLuxe room has its own entrance offering complete privacy and includes a bedroom with a king size bed, a sitting/dining area and a bathroom.  Breakfast (€ 10 per person per night) and parking are not included<br /><br /><b>The space</b><br />modern room with all comfort<br /><br /><b>Guest access</b><br />own room in garden house<br /><br /><b>Other things to note</b><br />we have a garden with some chairs for the guests<br /><br /><b>License number</b><br />0518 6635 4A7A 63D6 4E56",2799091,Roelof,100%,96%,"['email', 'phone']",Belgisch Park,52.11293,4.28489,Private room,,1 bath,"[""Hot water"", ""Dedicated workspace"", ""Air conditioning"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Wifi"", ""Outdoor dining area"", ""Essentials"", ""Cable TV"", ""Paid parking on premises"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Security cameras on property"", ""Lockbox"", ""Private entrance"", ""Coffee maker"", ""Hair dryer"", ""Private fenced garden or backyard"", ""Bed linens"", ""Fire extinguisher"", ""Shampoo"", ""Outdoor furniture"", ""TV with standard cable"", ""Lake access"", ""EV charger"", ""Carbon monoxide alarm"", ""Long term stays allowed""]",$113.00,28
33354967,"location is 1 minute walking from the beach and in a 10 minutes from center by bike and 12 minutes by tram to center. <br /><br />we provide several serviced apartments with fully equipped kitchen, newly renovated bathrooms and new furniture. <br /><br />Please connect to us first In case you want to book our property.<br /><br /><b>Guest access</b><br />Guests have acces to there own private studio, which has a new kitchen and dishwasher and a private bathroom.<br /><br /><b>License number</b><br />Exempt",9165668,Robert,96%,79%,"['email', 'phone', 'work_email']",Rijslag,52.1109,4.28426,Entire home/apt,,1 bath,"[""Hot water"", ""Dishes and silverware"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Wifi"", ""Essentials"", ""Oven"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Paid parking off premises"", ""Stove"", ""Lockbox"", ""Private entrance"", ""TV"", ""Coffee maker"", ""Hair dryer"", ""Beachfront"", ""Bed linens"", ""Free dryer \u2013 In building"", ""Fire extinguisher"", ""Shampoo"", ""Free washer \u2013 In building"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Long term stays allowed"", ""Hangers""]",$154.00,15
33398903,,236925436,Debby,70%,73%,"['phone', 'work_email']",Vliegeniersbuurt,52.02321,4.35201,Private room,,1.5 shared baths,"[""Hot water"", ""First aid kit"", ""Wifi"", ""Lock on bedroom door"", ""Washer"", ""Heating"", ""Kitchen"", ""Iron"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Hangers"", ""Free parking on premises""]",$35.00,7
33420536,"Bright, ground floor 1930' s apartment with lovely garden at the back. Bedroom has shower cabin and sink. Nice neighbourhood, 10 minutes cycling distance from the beach.<br />Local shops nearby.  Home baked sourdough bread and  home-made jam for breakfast.<br /><br /><b>The space</b><br />Cycle paths nearby, (bicycle available on request).<br />Friendly cats live with owner.<br /><br /><b>Guest access</b><br />Access to kitchen, toilet,washing machine, garden and front of dining room.<br /><br /><b>Other things to note</b><br />I would like people to feel comfortable and relaxed in my home. I am a friendly, warm person and enjoy making people feel comfortable.<br /><br /><b>License number</b><br />Exempt",30233643,Helen,100%,91%,"['email', 'phone', 'work_email']",Eykenduinen,52.06446,4.2538,Private room,,1 private bath,"[""Hot water"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Wifi"", ""Outdoor dining area"", ""Essentials"", ""Oven"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Free street parking"", ""Stove"", ""Coffee maker"", ""Hair dryer"", ""Private fenced garden or backyard"", ""Paid washer \u2013 In building"", ""Bed linens"", ""First aid kit"", ""Shampoo"", ""Host greets you"", ""Outdoor furniture"", ""Single level home"", ""Dishwasher"", ""Long term stays allowed"", ""Hangers""]",$55.00,13
33465566,"Lovely house at a supurb place! More than 300m2.  Near the beach, city centre, shops, park and tenniscourts around the corner.<br />9 rooms, 5 bedrooms. Big garding with playing facilities.<br /><br /><b>License number</b><br />0518 25DE B459 80EB B47A",21073673,Hermiette,100%,100%,"['email', 'phone']",Arendsdorp,52.09664,4.3215,Entire home/apt,,3.5 baths,"[""Hot water"", ""First aid kit"", ""Wifi"", ""Shampoo"", ""Essentials"", ""Dedicated workspace"", ""Indoor fireplace"", ""Private entrance"", ""Heating"", ""Host greets you"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Hangers""]",$250.00,0
33485582,"Comfortable room with a private bathroom in the historic center of Delft. Close to train station, Unesco IHE. Free parking (suitable for cars only).<br />Size of the room: 200 inch x 138 inch (5 meter x 3,50 meter)<br /><br />In beautiful Delft, on one of the oldest canals, you will find our house that dates back to 1648 (member of the national monument trust)<br />The room is situated on the first floor of the house we live in.<br /><br /><b>The space</b><br />It is very comfortable and you will have your own large and modern bathroom with a bathtub and a (separate) shower. <br />In your private hallway that gives access to the room you can find a microwave / fridge /freezer so you can make a small snack/meal. A choice of restaurants is available at walking distance. In the room itself are coffee makers.<br />The room can be locked.<br /><br /><b>Other things to note</b><br />IMPORTANT: Because the house is old and voices travel far we request our guests to keep their VOICES down betw",13387043,Djoeke,100%,84%,"['email', 'phone']",Vliegeniersbuurt,52.00907,4.35957,Private room,,1 private bath,"[""Hot water"", ""TV with Chromecast"", ""Dishes and silverware"", ""Clothing storage: closet"", ""Microwave"", ""Wifi"", ""Bathtub"", ""Essentials"", ""Heating"", ""Smoke alarm"", ""Laundromat nearby"", ""Refrigerator"", ""Iron"", ""Security cameras on property"", ""Free street parking"", ""Lock on bedroom door"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""First aid kit"", ""Fire extinguisher"", ""Shampoo"", ""Body soap"", ""Carbon monoxide alarm"", ""Portable fans"", ""Long term stays allowed"", ""Hangers"", ""Conditioner""]",$83.00,133
33506993,"Removed only a few steps away from the Beach.  Complete with a lovely view of the sea. The kitchen enables you to prepare any meal you would like to eat.  Enjoy your holiday with the comfort of a Home.<br /><br />Around the corner you can watch the musical the Lion King in the circus theater. Take a tour with bike and discover all the secrets of Scheveningen. Or visit Madurodam or Amusement park Duinrel.<br /><br />There is a great diversity of restaurants to make a selection from. Many things to do.<br /><br /><b>The space</b><br />This studio is located on the 2nd floor. It has its own Bathroom with shower, toiler and sink.<br /><br />We offer parking for €17.50 per night<br />Dogs and cats are allowed for €17.50 per night per pet<br />Extra guests are allowed for €25 per night<br /><br />This is excluding city tax of €5,35per night per person<br />Refundable deposit €150 required. This you receive back after checkout if no damages or rules have been broken<br /><br /><b>License numb",10084732,Jordans,75%,91%,"['email', 'phone']",Scheveningen Badplaats,52.10892,4.27887,Entire home/apt,,1 bath,"[""Hot water"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Crib"", ""Cooking basics"", ""Microwave"", ""Wifi"", ""Essentials"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Stove"", ""Lockbox"", ""Washer"", ""TV"", ""Coffee maker"", ""Hair dryer"", ""Beachfront"", ""Fire extinguisher"", ""Shampoo"", ""Long term stays allowed"", ""Hangers""]",$125.00,23
33537978,"Set in a quiet street with canals all around and a few minutes walk to the quaint Old Rijswijk with its restaurants and shopping.<br />Easy and fast public transportation to The Hague Center, train Station HS, Voorburg, Delft and the up and coming Binckhorst neighborhood. Easy access to highways linking to the rest of the country.<br /><br /><b>The space</b><br />The remodel of this unit was just completed so everything is new, bright and clean .<br /><br /><b>Guest access</b><br />I will do my best to welcome you personally or provide a key at your arrival.<br /><br /><b>Other things to note</b><br />Please note: 1. for stays longer than 30 days an additional 50 euro cleaning fee per month will be charged. We will schedule our professional cleaners once a month for you.<br />2. Registration is possible. Additional charge of 35-40 euro per month as owners are charged per registered person.",1455674,Naomi,100%,81%,"['email', 'phone']",Vlietzoom-West,52.06049,4.34036,Entire home/apt,,1 bath,"[""Hot water"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Cooking basics"", ""Extra pillows and blankets"", ""Microwave"", ""Wifi"", ""Essentials"", ""Cable TV"", ""Oven"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Paid parking off premises"", ""Free washer \u2013 In unit"", ""Stove"", ""Private entrance"", ""Coffee maker"", ""Hair dryer"", ""Patio or balcony"", ""Bed linens"", ""Shampoo"", ""TV with standard cable"", ""Dishwasher"", ""Long term stays allowed"", ""Hangers""]",$57.00,9
33541560,"4-room art deco apartment, 2 big and 1 small  bedroom, big living room completely furnished, on 2nd and 3rd floor, roof terrace. Next to International Court, Scheveningen and World Forum, in a quiet corner of ‘Statenkwartier’ but many little restaurants around, public transport closeby, a 15-minutes walk from the beach. It's my private home, and as I am travelling a lot, you can use the whole house. I leave my own stuff at home, for your convenience. <br />I am easy going, and hope you are too...:-)<br /><br /><b>The space</b><br />Please use the whole apartment, (120sqm), with a large living room, three bedrooms, one bathroom, two toilets, a small kitchen and a beautiful roof terrace. ( hope you don’t have fear of heights). You need to climb stairs! Parking is free from midnight until morning  1 p.m.  Between 1 pm and 11.59 p.m. you have to pay.<br /><br /><b>Guest access</b><br />When I am away my whole apartment is for you. I would love you to respect my private devices, but you jus",103454416,Barbara,100%,69%,"['email', 'phone']",Statenkwartier,52.09574,4.28166,Entire home/apt,,1 bath,"[""Hot water"", ""Dishes and silverware"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""Cooking basics"", ""Microwave"", ""Wifi"", ""Essentials"", ""Oven"", ""Heating"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Free parking on premises"", ""Stove"", ""Coffee maker"", ""Patio or balcony"", ""HDTV"", ""Shampoo"", ""Host greets you"", ""Dishwasher"", ""Long term stays allowed"", ""Hangers""]",$179.00,17
33566351,"A beautifull home in walking distance from the beach, harbour and old center of Scheveningen. The apartement is perfect for families who want to stay in Scheveningen without using the car. Everything is nearby and the tram stop is 100 meters away. Renting includes kitchen and house basics as salt, pepper, sugar, towels, toiletpaper.<br /><br /><b>License number</b><br />0518 F591 253E 3F01 3E93",143459505,Anthony,,0%,"['email', 'phone']",Scheveningen Badplaats,52.10587,4.27644,Entire home/apt,,1.5 baths,"[""First aid kit"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Washer"", ""Heating"", ""Private entrance"", ""Host greets you"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Iron"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Dryer""]",$200.00,5
33571201,"Appartment only 3 minute away from the beach and the boulevard. Perfect to disconnect, enjoy nature, do watersports or to make a nice combination with a Den Haag city trip. 5 minutes away from the Keizerstraat where you can find nice restaurants, supermarkets and nice coffee. It’s a surfers house so there might be some sand here and there. The apartment is located in a courtyard where you will probably meet the cozy neighbors. Steep stairs and a nice roofterrace. Heads up for screaming seagells!<br /><br /><b>The space</b><br />In the kitchen there is an induction hob, an oven, an n'espresso coffee machine and a fridge with freezer compartment.<br /><br />The bathroom has a bath and a shower. Shampoo and soap is provided.<br /><br />NO dishwasher, use of washing machine is possible for longer stays.<br /><br /><b>Other things to note</b><br />Ckeck in with Keysafe<br /><br /><b>License number</b><br />0518 DD15 F969 D52D 10E7",21351464,Sanne,,100%,"['email', 'phone']",Scheveningen Badplaats,52.10921,4.28104,Entire home/apt,,1.5 baths,"[""Hot water"", ""Wifi"", ""Bathtub"", ""Shampoo"", ""Essentials"", ""Private patio or balcony"", ""Heating"", ""Smoke alarm"", ""Dishes and silverware"", ""Kitchen"", ""Long term stays allowed""]",$120.00,8
33732404,"Very light and spacious home surrounded by a green garden with a lot of trees. Beautiful quiet neighbourhood near the beaches, dunes and also near the city center.<br /><br /><b>License number</b><br />0518 4A83 AEC0 D6A6 A4C7",10538644,Femke,80%,50%,"['email', 'phone', 'work_email']",Duttendel,52.10553,4.30309,Entire home/apt,,2.5 baths,"[""First aid kit"", ""Fire extinguisher"", ""Wifi"", ""Shampoo"", ""Essentials"", ""Washer"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Hair dryer"", ""Iron"", ""Carbon monoxide alarm"", ""Beachfront"", ""Long term stays allowed"", ""Dryer"", ""Free parking on premises""]",$299.00,9
33844291,"Spacious family house centrally located. A perfect house for a longer stay: either for vacation or as home-basis while working for one of the international organizations.<br />The house is perfect for a family and suitable for small kids: we welcome them!<br />Spacious livingroom, garden, 3 bedrooms.<br /><br /><b>Guest access</b><br />When you take our house, the besides one room we closed and a cupboard the house is yours during your stay.<br /><br /><b>Other things to note</b><br />Non-smoker household: we appreciate if you're a non-smoker too.<br /><br /><b>License number</b><br />0518 A001 3FC1 5722 F9BB",226148199,W,90%,23%,"['email', 'phone']",Nassaubuurt,52.0896,4.31667,Entire home/apt,,1 bath,"[""BBQ grill"", ""Dishes and silverware"", ""Kitchen"", ""Cooking basics"", ""Long term stays allowed"", ""Wifi"", ""Bathtub"", ""Essentials"", ""Oven"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Stove"", ""Washer"", ""Private entrance"", ""Coffee maker"", ""Hair dryer"", ""High chair"", ""First aid kit"", ""Backyard"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Baby bath"", ""Hangers"", ""Children\u2019s books and toys""]",$191.00,1
33876755,"A great base from which to explore The Hague and the beach. The brand new studio is thoughtfully designed to offer comfort and amenity you'd expect from a luxury hotel.<br /><br /><b>The space</b><br />- Studio on the first floor<br />- Free wifi<br />- Kitchen with combi-oven, fridge (small freezer) and nespresso and watercooker<br />- Large comfortable bed<br />- Linen and towels provided<br />- Bathroom with bath and rain shower<br />- Infrared heating<br /><br /><b>Other things to note</b><br />As you can see on the pictures, there is no stove in the apartment, and it's not allowed to bring your own. On the other hand, there is a combi oven / microwave and a lot of nice bars, lunchrooms & restaurants closeby!<br /><br /><b>License number</b><br />0518 A348 6B62 5142 1807",2583181,Maaike & Michiel,100%,99%,"['email', 'phone', 'work_email']",Koningsplein en omgeving,52.08073,4.28782,Entire home/apt,,1 bath,"[""Hot water"", ""Dishes and silverware"", ""Kitchen"", ""Crib"", ""Cooking basics"", ""Clothing storage: closet"", ""Extra pillows and blankets"", ""Fast wifi \u2013 243 Mbps"", ""Microwave"", ""Bathtub"", ""Essentials"", ""Paid parking on premises"", ""Oven"", ""Nespresso machine"", ""Long term stays allowed"", ""Heating"", ""Smoke alarm"", ""Laundromat nearby"", ""Refrigerator"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""Lockbox"", ""Cleaning products"", ""Private entrance"", ""Coffee maker"", ""Hair dryer"", ""Freezer"", ""High chair"", ""Bed linens"", ""First aid kit"", ""Fire extinguisher"", ""Shampoo"", ""Shower gel"", ""Body soap"", ""Carbon monoxide alarm"", ""Portable fans"", ""Baby bath"", ""Hangers"", ""Conditioner"", ""Mini fridge""]",$115.00,201
33954755,"Unique 19th century townhouse, only 2 minutes walk from the beach of Scheveningen. Less than 45 minutes from Amsterdam, Rotterdam, Delft, Leiden, Utrecht. Very spacious house with lots of daylight. Over 200 m2 living space, high ceilings, garden. Scatepark and playground in front, ideal for families. Shops on walking distance. Public transport (tram and bus) in front of the house. Minimum stay 5 nights, preferably more.<br />License number to follow.<br /><br /><b>The space</b><br />The kitchen (dishwasher available) is on the ground floor with doors opening to the garden, scullery with washing machine. Mezzanine with bedroom (foulding bed) or game room (family games available). First floor spacious living room (fireplace NOT to be used, sorry....) with large couch and table. Mezzanine with bathroom (separate rain shower and bath, two sinks). Top floor three bedrooms, two with balcony. Pictures still shows a loft bed, that has now changed to a normal bed, pictures to follow. Three toil",13814611,Titia,,100%,"['email', 'phone']",Scheveningen Badplaats,52.10721,4.27812,Entire home/apt,,1 bath,"[""Hot water"", ""Dedicated workspace"", ""BBQ grill"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Kitchen"", ""Waterfront"", ""Free dryer \u2013 In unit"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Piano"", ""Fireplace guards"", ""Extra pillows and blankets"", ""Microwave"", ""Wifi"", ""Bathtub"", ""Essentials"", ""Cable TV"", ""Outdoor dining area"", ""Long term stays allowed"", ""Smoke alarm"", ""Children\u2019s books and toys for ages 10+ years old"", ""Laundromat nearby"", ""Bikes"", ""Paid street parking off premises"", ""Refrigerator"", ""Pour-over coffee"", ""Iron"", ""Free washer \u2013 In unit"", ""Children\u2019s dinnerware"", ""Stove"", ""Cleaning products"", ""Private entrance"", ""Wine glasses"", ""Coffee maker"", ""Stainless steel oven"", ""Clothing storage: dresser and closet"", ""Freezer"", ""Private fenced garden or backyard"", ""Beachfront"", ""Patio or balcony"", ""Bed linens"", ""Hot water kettle"", ""Barbecue utensils"", ""Board games"", ""Baking sheet"", ""Outdoor furniture"", ""TV with standard cable"", ""Toaster"", ""Dishwasher"", ""Portable fans"", ""Dining table"", ""Hangers"", ""Mini fridge"", ""Central heating""]",$235.00,7
34039334,"Cosy room on the second floor, close to World Forum and city center.<br /><br /><b>The space</b><br />Private bathroom with shower and toilet.<br /><br /><b>Guest access</b><br />The sleeping room and bathroom at the second floor.<br /><br /><b>Other things to note</b><br />The offerer of accommodation should transfer tourist tax to the city council. The tax will be collected by owner.<br /><br /><b>License number</b><br />0518 CC8E DCC8 8044 B102",15819951,Arian,100%,100%,"['email', 'phone']",Valkenboskwartier,52.07769,4.27486,Private room,,1 private bath,"[""Hot water"", ""Bed linens"", ""First aid kit"", ""Shampoo"", ""Essentials"", ""Wifi"", ""Patio or balcony"", ""Heating"", ""Host greets you"", ""Dishes and silverware"", ""Coffee maker"", ""Hair dryer"", ""Iron"", ""Paid parking off premises"", ""Free street parking"", ""Luggage dropoff allowed"", ""Hangers"", ""Clothing storage: closet""]",$65.00,39
34046688,"Mooi licht herenhuis op loopafstand van Voorburg centrum. Tuin op zuiden met trampoline, 4 slaapkamers en 2 badkamers. Den Haag in 15 minuten bereikbaar, strand Scheveningen 25 minuten",50525265,Tanja,,,['email'],Vlietzoom-Oost,52.06966,4.36209,Entire home/apt,,3.5 baths,"[""Hot water"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Boretti stove"", ""Dishes and silverware"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Wifi"", ""Bathtub"", ""Essentials"", ""Private patio or balcony"", ""Smoke alarm"", ""Clothing storage: wardrobe"", ""Bikes"", ""Refrigerator"", ""Iron"", ""Free street parking"", ""Dryer"", ""Cleaning products"", ""Washer"", ""Private entrance"", ""Private garden or backyard"", ""Wine glasses"", ""TV"", ""Coffee maker"", ""Stainless steel oven"", ""Hair dryer"", ""Freezer"", ""Bed linens"", ""First aid kit"", ""Fire extinguisher"", ""Outdoor furniture"", ""Toaster"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Long term stays allowed"", ""Dining table"", ""Central heating""]",$200.00,1
34050236,"This  2 floor appartment is located at walking distance from Den Haag Centraal Station, stone trow away from the high ways and just right next to  the city forest 'Haagse Bos.'  <br /><br />There is 1 room available for 1 female. In total there are 3 women living here ( incl the house owner) and 2 cats.<br />House is kept clean well.<br />* girls only*<br /><br /><b>The space</b><br />Come and enjoy being part of  The Hague for a while. <br />This  2 floor appartment is located at walking distance from Den Haag Centraal Station, stone trow away from the high ways and just right next to  the city forest 'Haagse Bos.'<br /><br />1st floor: relax living area with huge dual kitchen with terras to sit outside. At this floor is one single room with own balcon. Toilets at both floors.<br /><br />2nd floor: luxorious bathroom to share , second single room.<br />*girls only*<br /><br /><b>License number</b><br />0518 A942 63FF E789 F234",11897813,Christina,80%,41%,"['email', 'phone']",Bezuidenhout-Midden,52.08637,4.33654,Private room,,1 shared bath,"[""Hot water"", ""Dedicated workspace"", ""Paid washer \u2013 In unit"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Kitchen"", ""Shared patio or balcony"", ""Cooking basics"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Wifi"", ""Bathtub"", ""Essentials"", ""Microwave"", ""Oven"", ""Heating"", ""Smoke alarm"", ""Laundromat nearby"", ""Refrigerator"", ""Iron"", ""Paid parking off premises"", ""Clothing storage: closet and wardrobe"", ""Free parking on premises"", ""Stove"", ""Cleaning products"", ""Wine glasses"", ""Coffee maker"", ""Hair dryer"", ""Freezer"", ""Bed linens"", ""First aid kit"", ""Hot water kettle"", ""Outdoor furniture"", ""Toaster"", ""Dishwasher"", ""Portable fans"", ""Long term stays allowed"", ""Hangers"", ""Dining table""]",$69.00,2
34134192,Fresh and modern one bedroom apartment with two single beds and a double sleeping sofa suitable for up to 4 people. The perfect choice for business and leisure visitors seeking instant access to the city centre and its principal transportation hub.<br /><br /><b>License number</b><br />Exempt,248427955,Central Station Serviced Apartments,100%,100%,"['email', 'phone']",Uilebomen,52.07866,4.32195,Hotel room,,1 bath,"[""Hot water"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Crib"", ""Shared patio or balcony"", ""Cooking basics"", ""Microwave"", ""Wifi"", ""Bathtub"", ""Essentials"", ""Cable TV"", ""Oven"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Security cameras on property"", ""Paid parking off premises"", ""Dryer"", ""Washer"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""TV with standard cable"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Long term stays allowed""]",$158.00,2
34134774,Fresh and modern one bedroom apartment with two single beds and a double sleeping sofa suitable for up to 4 people. The perfect choice for business and leisure visitors seeking instant access to the city centre and its principal transportation hub.<br /><br /><b>License number</b><br />Exempt,248427955,Central Station Serviced Apartments,100%,100%,"['email', 'phone']",Uilebomen,52.07742,4.32339,Hotel room,,1 bath,"[""Hot water"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""Crib"", ""Cooking basics"", ""Microwave"", ""Wifi"", ""Essentials"", ""Cable TV"", ""Oven"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Security cameras on property"", ""Paid parking off premises"", ""Washer"", ""Coffee maker"", ""Hair dryer"", ""Patio or balcony"", ""Bed linens"", ""Shampoo"", ""TV with standard cable"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Long term stays allowed"", ""Hangers""]",$163.00,36
34134852,Fresh and modern one bedroom apartment with two single beds and a double sleeping sofa suitable for up to 4 people. The perfect choice for business and leisure visitors seeking instant access to the city centre and its principal transportation hub.<br /><br /><b>License number</b><br />Exempt,248427955,Central Station Serviced Apartments,100%,100%,"['email', 'phone']",Uilebomen,52.07748,4.3227,Hotel room,,1 bath,"[""Hot water"", ""Dedicated workspace"", ""Air conditioning"", ""Kitchen"", ""Dishes and silverware"", ""Free dryer \u2013 In unit"", ""Crib"", ""Cooking basics"", ""Microwave"", ""Wifi"", ""Essentials"", ""Cable TV"", ""Oven"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Security cameras on property"", ""Paid parking off premises"", ""Stove"", ""Washer"", ""Coffee maker"", ""Hair dryer"", ""High chair"", ""Bed linens"", ""Shampoo"", ""Backyard"", ""TV with standard cable"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Long term stays allowed"", ""Hangers""]",$153.00,49
34226407,"Fantastic, charming family house. Modern, authentic details. Front & back garden. In spaceous, green area. Around the corner of shopping street 'de Fred' (Frederik Hendriklaan); with lunchrooms, bakery, butcher, grocery, clothing shops. Close to harbour, restaurants, Bosjes van Poot,  dunes, beach and sea (10 min walk). 15 minutes to The Hague city center. 6 bicycles available. Convenient for public transport (tram & bus). The Hague Museum, Museon, Museum of Photography and Omniversum closeby.<br /><br /><b>The space</b><br />This house is only available for families.<br />Spaceous house with all modern facilities. Kitchen: microwave, oven, dishwasher, induction cooking, Quooker, 1 bathroom: double shower & toilet. 1 bathroom; shower & (bubble) bath & toilet. Washing machine & dryer. Ground floor; toilet. Suitable for children of all ages, however no specific safety features in place for very small children.<br /><br /><b>Guest access</b><br />On the first and the second floor, one roo",25085527,Jacques,,50%,['phone'],Geuzenkwartier,52.09164,4.26715,Entire home/apt,,2 baths,"[""Hot water"", ""Dedicated workspace"", ""BBQ grill"", ""Drying rack for clothing"", ""Air conditioning"", ""Kitchen"", ""Dishes and silverware"", ""Cooking basics"", ""Extra pillows and blankets"", ""Microwave"", ""Wifi"", ""Bathtub"", ""Essentials"", ""Oven"", ""Nespresso machine"", ""Heating"", ""Smoke alarm"", ""Bikes"", ""Refrigerator"", ""Iron"", ""Free street parking"", ""Dryer"", ""Free parking on premises"", ""Washer"", ""Private entrance"", ""Wine glasses"", ""Coffee maker"", ""Hair dryer"", ""Hangers"", ""Patio or balcony"", ""Bed linens"", ""HDTV"", ""Fire extinguisher"", ""Shampoo"", ""Barbecue utensils"", ""Outdoor furniture"", ""Backyard"", ""Dishwasher"", ""Long term stays allowed"", ""Indoor fireplace""]",$310.00,4
34248402,"I am renting a very neat and big bedroom in my house. <br /><br />My place is very modern, located in a very green, safe and quiet area, it is always super clean!<br />There is free parking place.<br /><br />It is very well connected, walking distance to tram/bus/metro and train stop. <br /><br />The closest train station is Den Haag Yperburg (just 10 - 15 minutes walking distance).<br />Trams/Metro to the The Hague, Rotterdam or Delf are also very close (10 minutes walking distance).<br /><br />Turist fee per night/person is EUR 3.00<br /><br /><b>The space</b><br />It is a big house located in a very green area, quiet and safe area. <br /><br />Thr bedroom is big with one or two single beds. Super clean and silent.<br /><br /><b>Guest access</b><br />Bedroom and bathroom only.",34400363,Giuliana,100%,65%,['phone'],De Venen,52.04959,4.4016,Private room,,1 shared bath,"[""Hot water"", ""Wifi"", ""Shampoo"", ""Essentials"", ""Heating"", ""Host greets you"", ""Shower gel"", ""Smoke alarm"", ""Waterfront"", ""Hair dryer"", ""Lake access"", ""Iron"", ""Free street parking"", ""Long term stays allowed"", ""Hangers"", ""Free parking on premises"", ""Ping pong table"", ""Extra pillows and blankets""]",$60.00,28
34252414,"Our spacious family house (200m2) with sunny garden is located in a child friendly area, very close to the beach. It is a perfect house for a family holiday. <br />Downstairs: living room with wood stove and open kitchen and large table. Upstairs: 4 bedrooms and 2 bathrooms.<br /><br /><b>The space</b><br />You will have access to the whole house. The house consists of a large living room with wood stove and open kitchen. A sunny garden with a lovely veranda and a large dining table for a nice dinner outside.<br /><br />On the first floor there are 2 bedrooms, 1 with a kingsize bed (180x200) and 1 with a single bed (90x200 ). The bathroom has a nice bath with separate shower. On the second floor there are 2 more bedrooms, both with single beds of which one can be made a double bed and another bathroom.<br /><br />The house is situated in a quiet child friendly street with a playground. Easily accessible bye car or public transport.<br /><br />In the area close to the house you find all",17929590,Lieke,100%,27%,"['email', 'phone']",Waalsdorp,52.10072,4.3143,Entire home/apt,,3.5 baths,"[""BBQ grill"", ""Dishes and silverware"", ""Kitchen"", ""Cooking basics"", ""Babysitter recommendations"", ""Room-darkening shades"", ""Wifi"", ""Bathtub"", ""Essentials"", ""Microwave"", ""Oven"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Children\u2019s dinnerware"", ""Dryer"", ""Stove"", ""Washer"", ""TV"", ""Coffee maker"", ""High chair"", ""First aid kit"", ""Backyard"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Hangers"", ""Children\u2019s books and toys""]",$175.00,7
