id,description,host_id,host_name,host_response_rate,host_acceptance_rate,host_verifications,neighbourhood_cleansed,latitude,longitude,room_type,bathrooms,bathrooms_text,amenities,price,number_of_reviews
422956,"<b>The space</b><br />Architecturally significant and award winning eco house one mile from Bristol City Centre situated in the leafy suburb of Redland. The self contained property is well equipped, sleeping up to five people comfortably. There is ample secure off street parking accessed down the private drive shared with the main house in an historic and rural setting in the curtilage of the old  farm. The property enjoys underfloor heating throughout, triple glazing, air circulation/exchange system.and insulation up to the highest standards. There is one double bedroom with en suite wet room, one twin bedded room with separate bathroom and a sleeping area upstairs. There is no smoking allowed throughout the property. <br /> <br />The property is a 10 minute walk from the bustling Whiteladies Road, Clifton and Durdham Down and 10 minutes from the thriving Gloucester Road and one mile from the city centre (Cabot Circus, Park Street and Harbourside). There are excellent  bus services  g",2103297,Lois,100%,100%,"['email', 'phone']",Redland,51.47331,-2.60598,Entire home/apt,,2 baths,"[""Dishes and silverware"", ""Carbon monoxide alarm"", ""Essentials"", ""Dishwasher"", ""Smoke alarm"", ""Cooking basics"", ""Room-darkening shades"", ""Microwave"", ""Free parking on premises"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Hangers"", ""Oven"", ""Refrigerator"", ""Washer"", ""Shared pool"", ""Shampoo"", ""Private patio or balcony"", ""High chair"", ""Dedicated workspace"", ""Baby safety gates"", ""Heating"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Backyard"", ""TV"", ""Kitchen"", ""Stove"", ""Iron"", ""Children\u2019s books and toys"", ""Hair dryer"", ""Breakfast"", ""Shower gel"", ""Indoor fireplace"", ""Host greets you""]",$205.00,386
554813,"Situated in the heart of Bristol, only 5minutes walk to Cabot Circus (the main shopping area), all the shops, restaurants and night life, 10 minutes walk to the train station and 20 minutes to the airport (by car).<br /><br />We offer a large double room which has a double bed, desk with chair, chest of drawers and super comfy armchair although the room has no wardrobe. You will have exclusive use of the bathroom as we have an en-suite, the bathroom consists of a bath with shower.<br /><br /><b>The space</b><br />Situated in the heart of Bristol, only 5minutes walk to Cabot Circus (the main shopping area), all the shops, restaurants and night life, 10 minutes walk to the train station and 20 minutes to the airport (by car).<br /><br />There is paid parking on the street outside our apartment but it's free one street down. <br /><br />We are a gay couple and as such you would need to be liberal minded.<br /><br />The apartment has two bedrooms one of which is mine and my partners.<br />",2727252,Rich & Ray,100%,77%,"['email', 'phone']",Lawrence Hill,51.45591,-2.57803,Private room,,1 private bath,"[""Extra pillows and blankets"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Essentials"", ""Smoke alarm"", ""Cooking basics"", ""Free street parking"", ""Microwave"", ""Patio or balcony"", ""Dryer"", ""First aid kit"", ""Hangers"", ""Bed linens"", ""Refrigerator"", ""Oven"", ""Paid parking off premises"", ""Washer"", ""Luggage dropoff allowed"", ""Shampoo"", ""Dedicated workspace"", ""Cable TV"", ""Heating"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""TV with standard cable"", ""Kitchen"", ""Stove"", ""Iron"", ""Hair dryer"", ""Elevator"", ""Host greets you""]",$69.00,225
753655,"You will stay in the master room in our home, with a very comfortable kingsize bed in a semi detached Edwardian house, its close to the center, yet situated in a quiet location away from the busy part of the city, but close enough to eat in trendy and interesting areas of Bristol.  Please note...our neighborhood now has residential parking, if you are bringing a car you will require parking  permits at £2 per day.<br /><br /><b>The space</b><br />Cath and Patrick invite you to stay in their home in a quiet street close to the centre of the city. We live in an elegant Edwardian three storey house in the heart of Bristol. Its position is fantastically convenient for the centre which is a 10 minute walk away, the harbour side cafes and bars are 5mins walk away. You will stay in our master room ( cosy single room on other site) both of  which have just been newly refurbished .<br /><br />Bristol Temple Meads Station is about 15-20 mins to walk and we are 30 mins by car from Bristol Airport",3647954,Cath,100%,78%,"['email', 'phone']",Southville,51.44553,-2.60413,Private room,,1 shared bath,"[""Heating"", ""Wifi"", ""Kitchen"", ""Carbon monoxide alarm"", ""TV"", ""Smoke alarm"", ""Indoor fireplace""]",$63.00,288
758894,"A self-contained spacious 1 bedroom flat (own entrance) on West Mall, Clifton Village. Visitor car parking permits included. Superfast broadband 200MB. 4- poster kingsized bed with new 2-person sofa bed in the lounge. Travel cots & high chair. There is an Amazon Echo, underfloor heating in bathroom, a fully fitted kitchen, 40"" Flatscreen Smart 3D LED TV with built-in WiFi, and a Nespresso coffeemaker. 2mins from Clifton Suspension Bridge and The Ivy Brasserie Clifton, in central Clifton Village.<br /><br /><b>The space</b><br />A beautifully presented spacious 1 double bedroom flat on West Mall, in the heart of Clifton Village (BS8 4BH).  This luxurious basement flat is fully furnished and recently refurbished to a high standard. The area has a residential parking scheme - please ask if you need a permit for your car.<br />Close to restaurants, bars, shops, the Clifton Suspension Bridge, M4 and M5 motorways, train and bus stations. Late check out is available if there are no bookings f",3996407,Joanna,100%,98%,"['email', 'phone']",Clifton,51.45524,-2.62168,Entire home/apt,,1 bath,"[""Extra pillows and blankets"", ""Dishes and silverware"", ""Freezer"", ""Carbon monoxide alarm"", ""Essentials"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Cooking basics"", ""Free street parking"", ""Microwave"", ""Crib"", ""Dryer"", ""Outdoor furniture"", ""Pack \u2019n play/Travel crib"", ""Hot water kettle"", ""Free parking on premises"", ""Hangers"", ""Bed linens"", ""Refrigerator"", ""Oven"", ""Luggage dropoff allowed"", ""Toaster"", ""Lockbox"", ""Shampoo"", ""HDTV with standard cable"", ""Coffee maker"", ""High chair"", ""Cable TV"", ""Heating"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Fire extinguisher"", ""Baking sheet"", ""Private entrance"", ""Dining table"", ""Shared fenced garden or backyard"", ""Mini fridge"", ""Kitchen"", ""Children\u2019s books and toys for ages 2-5 years old"", ""Stove"", ""Iron"", ""Hair dryer"", ""Breakfast"", ""Single level home"", ""Shower gel"", ""Wine glasses""]",$124.00,440
832235,"<b>The space</b><br />Set in the heart of bustling Bristol is a luxury double bedroom with en-suite bathroom. <br /><br />Andy & Claire have lived in this sumptuous open plan apartment for over 10 years and are pleased to offer a double room for overnight stays. <br /><br />The apartment boasts easy access to both Temple Meads train station and the Bristol International Airport (10 minute cab ride to the station, twenty to the airport). It is also five minutes walk from North Street, with a range of shops and fine restaurants.<br /><br />Claire and Andy are looking for those interested in staying for 1-2 nights. Casual stays, business trips and those wishing to fly via the Airport are all welcome.<br /><br />With a light, relaxed atmosphere and the offer of home cooked food (additional cost), this should be top of your list for overnight stays in Bristol.<br /><br />Bus stop taking you into City centre or train station 2 minutes away. <br /><br />Situated opposite one of Bristols nices",4356624,Claire,100%,67%,"['email', 'phone']",Southville,51.44201,-2.61939,Private room,,1 bath,"[""Heating"", ""Hangers"", ""Wifi"", ""Washer"", ""Cable TV"", ""Iron"", ""Shampoo"", ""Hair dryer"", ""Smoke alarm"", ""TV with standard cable"", ""Elevator"", ""Free street parking"", ""Dryer"", ""Free parking on premises""]",$68.00,98
868888,"This is a very friendly house. So it's a home away from home.<br />You'll find the house clean and tidy with all local aminities and a park is within walking distance.<br /><br />There is an excellent bus service to the city centre, running every 10 minutes.<br /><br />My partner is Spanish, so English and Spanish is spoken in the house.<br /><br /><b>The space</b><br />The house is situated in a quiet part of Bristol. Nearby, you will be able to take advantage of the regular bus service to the city centre. There are supermarkets, many other shops & even a park within walking distance from the house, so you'll have easy access to all the requirements.<br /><br />The house is a semi-detached property with three full bedrooms. The room in which you'll be staying is spacious and has been recently decorated.  <br /><br />There are no children or pets in the house. This is a non-smoking house. However if you are a smoker you may smoke outside.<br /><br />You will have a shared bathroom, as ",4577089,Rohan,100%,0%,"['email', 'phone']",Eastville,51.47305,-2.54617,Private room,,1 shared bath,"[""Extra pillows and blankets"", ""Gym"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Essentials"", ""Smoke alarm"", ""Cooking basics"", ""Free street parking"", ""Microwave"", ""Free parking on premises"", ""First aid kit"", ""Hangers"", ""Bed linens"", ""Refrigerator"", ""Oven"", ""Luggage dropoff allowed"", ""Washer"", ""Coffee maker"", ""Heating"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Fire extinguisher"", ""Backyard"", ""Kitchen"", ""Stove"", ""Iron"", ""Breakfast"", ""Host greets you""]",$30.00,9
870076,"A comfortable single bed/room with small desk and drawers.<br /><br /><b>The space</b><br />Cath and Patrick invite you to stay in their home in a quiet street close to the centre of the city. We live in an elegant Edwardian three storey house in the heart of Bristol. Its position is fantastically convenient for the centre which is a 10 minute walk away. You will stay in our single room which has just been newly refurbished. (We also have a Kingsize double room available advertised on another listing).<br /><br />Bristol Temple Meads Station is about 15-20 mins to walk and we are 30 mins by car from Bristol Airport. (Cars can be parked here outside for free and buses go very regularly from outside the train station). Theatres, Arts Cinema and the Colston hall are all within a short walk away as is the SS Great Britain, the M-Shed Museum and The City Hall. The BBC is 15 mins by bike or a bus ride away. Many excellent Cafes and restaurants are within easy walking distance. We are also co",3647954,Cath,100%,78%,"['email', 'phone']",Southville,51.44593,-2.60309,Private room,,,"[""Heating"", ""Bed linens"", ""Wifi"", ""Kitchen"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Toaster"", ""Long term stays allowed"", ""Private garden or backyard"", ""Smoke alarm"", ""Microwave"", ""Indoor fireplace"", ""Outdoor dining area""]",$46.00,160
942226,"<b>The space</b><br />The Barn has a ""retro/rustic/bunk house character"" with exposed beams some dating from the Napoleonic Wars. It has two bedrooms (one with a double bed and the other has two single beds of which one is on long legs!), both have en-suite wet rooms and lead off the large living/play area. Sheets and towels are included. The kitchen area in the main room comprises an electric cooker, butler's sink, microwave, refrigerator with small freezer section, kettle and toaster, utensils and crockery. Complimentary beverages, breakfast cereals, eggs mostly from our own hens, homemade bread, jam and cake, milk and bacon are provided to kick start your stay. There is a full size table tennis table and bar football for the young at heart! The sitting area is around a cast iron wood burning stove has a digital TV with SKY and an Ikea sofa which makes up into a full size single bed. Background heating is provided by a state of the art computer controlled electric panel system and th",2103297,Lois,100%,100%,"['email', 'phone']",Redland,51.47513,-2.60474,Entire home/apt,,2 baths,"[""Children\u2019s dinnerware"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Essentials"", ""Smoke alarm"", ""Cooking basics"", ""Microwave"", ""Outdoor furniture"", ""Outdoor dining area"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Free parking on premises"", ""Hangers"", ""Bed linens"", ""Refrigerator"", ""Oven"", ""Shared pool"", ""Shampoo"", ""BBQ grill"", ""High chair"", ""Heating"", ""Wifi"", ""Hot water"", ""Baking sheet"", ""TV"", ""Barbecue utensils"", ""Shared fenced garden or backyard"", ""Kitchen"", ""Stove"", ""Iron"", ""Children\u2019s books and toys"", ""Hair dryer"", ""Breakfast"", ""Single level home"", ""Shower gel"", ""Indoor fireplace""]",$145.00,312
975170,,5332833,Ashley,,89%,"['email', 'phone']",Eastville,51.48256,-2.5546,Private room,,1 shared bath,"[""Extra pillows and blankets"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Essentials"", ""Dishwasher"", ""Smoke alarm"", ""Cooking basics"", ""Free street parking"", ""Microwave"", ""Dryer"", ""Outdoor furniture"", ""Outdoor dining area"", ""Free parking on premises"", ""Hangers"", ""Bed linens"", ""Refrigerator"", ""Oven"", ""Private fenced garden or backyard"", ""Washer"", ""Luggage dropoff allowed"", ""Shampoo"", ""Coffee maker"", ""Private patio or balcony"", ""Heating"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Kitchen"", ""Stove"", ""Iron"", ""Hair dryer"", ""Indoor fireplace"", ""Host greets you""]",$32.00,99
995235,"the accommodation suits single or double occupancy an extra bed can be added for a third person, the tariff changes accordingly.   Large ground floor double bedroom with en-suite shower room.  Victorian house your room has a bay window looking at a garden and many trees.    We provide breakfast food, in your room for you to help yourselves.  Restaurants bars shops Suspension Bridge and more near!<br /><br /><b>The space</b><br />One room bed and breakfast, with an en-suite shower room.  The room is in an Victorian House, on the ground floor.  It Is a beautiful large room with a double bed and a 3' single bed.  Normally the single bed is not in the room.  If you would like not to share a bed, then I can erect the 3’ single for a small fee of £5.00.<br />It has a breakfast bar with:  a fridge, kettle, toaster and microwave.  I provide the breakfast food which you prepare in the privacy of the room. It is also possible to use these facilities for making light evening meals.    <br />The r",5466703,Marie,100%,92%,"['email', 'phone']",Clifton,51.45308,-2.61544,Private room,,1 private bath,"[""Extra pillows and blankets"", ""Dishes and silverware"", ""Essentials"", ""Smoke alarm"", ""Microwave"", ""Crib"", ""Dryer"", ""Pack \u2019n play/Travel crib"", ""Hangers"", ""Bed linens"", ""Refrigerator"", ""Paid parking off premises"", ""Shampoo"", ""High chair"", ""Heating"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""TV"", ""Lock on bedroom door"", ""Kitchen"", ""Iron"", ""Children\u2019s books and toys"", ""Hair dryer"", ""Breakfast"", ""Single level home"", ""Host greets you""]",$60.00,348
